0 [1.00e-01]
100 [9.35e-02]
200 [9.42e-02]
300 [9.48e-02]
400 [9.53e-02]
500 [9.56e-02]
600 [9.54e-02]
700 [9.48e-02]
800 [9.46e-02]
900 [9.50e-02]
1000 [9.58e-02]
1100 [9.75e-02]
1200 [9.92e-02]
1300 [1.03e-01]
1400 [1.06e-01]
1500 [1.13e-01]
1600 [1.23e-01]
1700 [1.33e-01]
1800 [1.58e-01]
1900 [2.05e-01]
2000 [2.59e-01]
2100 [2.79e-01]
2200 [2.90e-01]
2300 [2.97e-01]
2400 [2.99e-01]
2500 [2.82e-01]
2600 [2.98e-01]
2700 [2.82e-01]
2800 [2.67e-01]
2900 [2.80e-01]
3000 [2.62e-01]
3100 [2.67e-01]
3200 [2.55e-01]
3300 [2.48e-01]
3400 [2.63e-01]
3500 [2.49e-01]
3600 [2.56e-01]
3700 [2.48e-01]
3800 [2.43e-01]
3900 [2.56e-01]
4000 [2.47e-01]
4100 [2.53e-01]
4200 [2.47e-01]
4300 [2.64e-01]
4400 [2.51e-01]
4500 [2.47e-01]
4600 [2.59e-01]
4700 [2.51e-01]
4800 [2.55e-01]
4900 [2.50e-01]
5000 [2.56e-01]
5100 [2.58e-01]
5200 [2.53e-01]
5300 [2.57e-01]
5400 [2.56e-01]
5500 [2.54e-01]
5600 [2.56e-01]
0 [2.56e-01]
90 [2.50e-01]
190 [2.50e-01]
290 [2.51e-01]
390 [2.51e-01]
490 [2.52e-01]
590 [2.52e-01]
690 [2.51e-01]
790 [2.51e-01]
890 [2.51e-01]
990 [2.52e-01]
1090 [2.54e-01]
1190 [2.56e-01]
1290 [2.58e-01]
1390 [2.62e-01]
1490 [2.68e-01]
1590 [2.75e-01]
1690 [2.91e-01]
1790 [3.23e-01]
1890 [3.60e-01]
1990 [3.91e-01]
2090 [4.10e-01]
2190 [4.17e-01]
2290 [4.23e-01]
2390 [4.03e-01]
2490 [4.08e-01]
2590 [3.86e-01]
2690 [3.65e-01]
2790 [3.72e-01]
2890 [3.52e-01]
2990 [3.46e-01]
3090 [3.45e-01]
3190 [3.28e-01]
3290 [3.22e-01]
3390 [3.21e-01]
3490 [3.12e-01]
3590 [3.22e-01]
3690 [3.10e-01]
3790 [3.18e-01]
3890 [3.08e-01]
3990 [3.20e-01]
4090 [3.08e-01]
4190 [3.04e-01]
4290 [3.12e-01]
4390 [3.16e-01]
4490 [3.07e-01]
4590 [3.16e-01]
4690 [3.06e-01]
4790 [3.07e-01]
4890 [3.05e-01]
4990 [3.07e-01]
5090 [3.07e-01]
5190 [3.16e-01]
5290 [3.06e-01]
5390 [3.05e-01]
5490 [3.10e-01]
5590 [3.08e-01]
5690 [3.05e-01]
5790 [3.09e-01]
5890 [3.07e-01]
5990 [3.05e-01]
6090 [3.06e-01]
6190 [3.04e-01]
6290 [3.02e-01]
6390 [3.04e-01]
6490 [3.07e-01]
6590 [3.08e-01]
6690 [3.09e-01]
6790 [3.03e-01]
6890 [3.05e-01]
6990 [3.03e-01]
7090 [3.05e-01]
7190 [3.03e-01]
7290 [3.04e-01]
7390 [3.03e-01]
7490 [3.09e-01]
7590 [3.02e-01]
7690 [3.02e-01]
7790 [3.03e-01]
7890 [3.02e-01]
7990 [3.02e-01]
8090 [3.01e-01]
8190 [3.01e-01]
8290 [3.01e-01]
8390 [3.03e-01]
8490 [3.00e-01]
8590 [3.02e-01]
8690 [3.02e-01]
8790 [2.99e-01]
8890 [3.00e-01]
8990 [2.98e-01]
9090 [2.97e-01]
9190 [2.97e-01]
9290 [2.96e-01]
9390 [2.95e-01]
9490 [2.96e-01]
9590 [2.94e-01]
9690 [2.93e-01]
9790 [2.93e-01]
9890 [2.92e-01]
9990 [2.90e-01]
10090 [2.90e-01]
10190 [2.89e-01]
10290 [2.87e-01]
10390 [2.87e-01]
10490 [2.86e-01]
10590 [2.85e-01]
10690 [2.84e-01]
10790 [2.82e-01]
10890 [2.82e-01]
10990 [2.79e-01]
11090 [2.78e-01]
11190 [2.78e-01]
11290 [2.76e-01]
11390 [2.76e-01]
11490 [2.73e-01]
11590 [2.72e-01]
11690 [2.71e-01]
11790 [2.69e-01]
11890 [2.69e-01]
11990 [2.67e-01]
12090 [2.65e-01]
12190 [2.64e-01]
12290 [2.62e-01]
12390 [2.61e-01]
12490 [2.60e-01]
12590 [2.58e-01]
12690 [2.57e-01]
12790 [2.55e-01]
12890 [2.54e-01]
12990 [2.52e-01]
13090 [2.51e-01]
13190 [2.50e-01]
13290 [2.48e-01]
13390 [2.46e-01]
13490 [2.45e-01]
13590 [2.43e-01]
13690 [2.42e-01]
13790 [2.40e-01]
13890 [2.39e-01]
13990 [2.37e-01]
14090 [2.36e-01]
14190 [2.34e-01]
14290 [2.32e-01]
14390 [2.31e-01]
14490 [2.29e-01]
14590 [2.27e-01]
14690 [2.26e-01]
14790 [2.24e-01]
14890 [2.23e-01]
14990 [2.21e-01]
15000 [2.21e-01]
15000 [2.21e-01]
19225 [-9.96e-03]
