t,x,y,u,v,p,dudx,dudy,dvdx,dvdy,dudt,dvdt,flow_type,sample_id
0.022222222222222223,0.3684210526315789,0.08888888888888889,0.3933579532422172,0.0011146823157659295,-2.9538927692338803,0.15294645330546552,-31.138012527818596,0.03014873148808725,-0.08266760860017439,-0.8207825686357917,0.01807512723174169,laminar,63
0.1,0.3157894736842105,0.07777777777777778,0.6948178586208998,-0.0016538549537075049,-2.531340591348165,-0.1004848596000143,-21.87911048417116,-0.007234509786999003,0.05600413120692756,-0.027165510307702867,-0.1516017199304492,laminar,77
0.03333333333333333,0.2631578947368421,0.022222222222222223,0.7041087767395684,-1.774469571702976e-05,-2.103342035239523,0.17806488362636874,23.040451650826093,0.022633987670842633,0.011208530986158037,0.34372369442284834,-0.002956141390457223,laminar,67
0.1,0.05263157894736842,0.044444444444444446,1.002908042509424,-0.0013168244275462036,-0.4101121680319075,-0.15142560051995912,4.189388290392729,-0.03729299665932508,-0.0008425049051503166,1.3397834199332492,-0.056770172481653426,laminar,52
0.011111111111111112,0.7894736842105263,0.1,-0.01077487857697695,-0.0022256530960324664,-6.315435069918177,0.0,0.0,0.0,0.0,0.17905414846932746,0.06101702002539379,laminar,62
0.022222222222222223,0.7368421052631579,0.08888888888888889,0.3898488111182443,0.0010222122393257172,-5.8954383610727445,0.07506831433600641,-32.46819748998609,-0.006037859007235306,0.11504448866203333,-0.4538152713149002,-0.058666149018965996,laminar,55
0.0,0.0,0.07777777777777778,0.691358024691358,-0.0002638840544684793,0.0,0.0,0.0,0.0,0.0,0.3003911324515163,-0.18270792503072739,laminar,29
0.0,0.894736842105263,0.022222222222222223,0.6913580246913579,0.0006341701437816077,0.0,0.0,22.22222222222222,-0.006886220104749352,0.03594347480942475,-0.4955590568113788,-0.03119831003753817,laminar,70
0.08888888888888889,0.5263157894736842,0.06666666666666667,0.8998685900380253,0.00025066147338815995,-4.21807859499462,-0.12939394909908009,-13.65808508852823,-0.0021843011585493924,0.15127138954115435,0.5620799741209548,-0.07095100414822372,laminar,87
0.06666666666666667,0.47368421052631576,0.08888888888888889,0.38480646076206526,-6.805639604479823e-05,-3.8133966548299862,-0.26479647029880404,-31.219914808556226,0.004434095067982043,0.13442673921340723,-0.6043573620828746,-0.08906567518036036,laminar,41
0.05555555555555556,0.21052631578947367,0.07777777777777778,0.6884391304926236,0.0002352159469612221,-1.682077677103285,-0.12944279698907296,-22.131441531146283,0.0012444386242236134,-0.1565391993145274,-1.242076721265234,-0.10092585507399897,laminar,57
0.044444444444444446,0.631578947368421,0.044444444444444446,1.0092102288843257,-0.0041588209994498394,-5.0506588482526675,-0.034820320285463,4.969295121418462,-0.0011438010419636956,0.03132518761525786,1.3509603756021948,0.005065340913704542,laminar,64
0.044444444444444446,0.0,0.03333333333333333,0.8983722030941546,0.0009465146693723218,-0.0172873502858193,0.0,0.0,0.0,0.0,-0.8857067467305413,-0.05161651912290212,laminar,89
0.06666666666666667,0.2631578947368421,0.05555555555555556,0.9735554619783241,0.000690282631151866,-2.1091414809353672,0.17173128621732958,-4.663491461441866,-0.021827106242991782,0.1552671513446014,-0.7904667230383633,-0.021165383889814593,laminar,98
0.011111111111111112,0.9473684210526315,0.03333333333333333,0.8877837471818095,0.0027169023012349916,-7.589120314397959,0.19146499981837056,13.010092780081447,-0.036391342600167034,0.005178263952199821,-0.009302352826118243,0.02641272233283292,laminar,8
0.1,0.6842105263157894,0.0,-0.0035266718149079552,0.0013876327791213494,-5.479330488017635,0.0,0.0,0.0,0.0,-2.012677613446176,0.11799877883558414,laminar,20
0.03333333333333333,0.10526315789473684,0.011111111111111112,0.3944033566947144,0.00045624539388140984,-0.8567694960517129,-0.13492238777463794,31.86216802406218,0.027073261584950742,0.03547403555789428,0.13215639511154897,-0.12322119109725703,laminar,34
0.0,0.894736842105263,0.05555555555555556,0.9876543209876543,-0.0006749681923279607,0.0,0.0,-4.444444444444444,0.000406552644712173,-0.04394681357843002,0.10553052855908351,-0.204947874639622,laminar,33
0.044444444444444446,0.0,0.1,-0.006597486412539658,0.0007245499262087624,-0.019227717720623365,0.0,0.0,0.0,0.0,-0.7897825278151152,0.03612392566801313,laminar,0
0.044444444444444446,0.894736842105263,0.05555555555555556,0.9856677946927705,-0.0008728616107567348,-7.146577716765884,0.037677094269875366,-3.985330888244546,-0.010118583844231518,0.11019373128171224,-0.32707486471940106,-0.05164979750475777,laminar,31
0.1,0.9473684210526315,0.07777777777777778,0.6960407479833042,0.0005479377772525099,-7.57517885463986,-0.011300242749045286,-23.264762056401157,-0.0014442134404292323,-0.10816502984800977,-0.7040115199899222,0.07113327588276161,laminar,97
0.011111111111111112,0.42105263157894735,0.05555555555555556,0.9869795660587826,-0.0007106749957659488,-3.3474904511996164,-0.1566483953381118,-4.899574917097084,0.0019596392860556306,-0.06146729969285756,-0.11731167077525528,-0.03253490546631151,laminar,33
0.07777777777777778,0.15789473684210525,0.011111111111111112,0.41724916197037015,2.4864871668510034e-05,-1.2685490013438583,-0.05641574493551313,31.89318624361752,-0.0009492534883197785,0.09488260973616079,0.7454447776390954,0.03625562870539117,laminar,1
0.07777777777777778,0.3684210526315789,0.05555555555555556,0.9692755802283686,-0.0025765962585029036,-2.941497577139573,-0.17386558198457547,-4.032685359148688,-0.016038197686329917,-0.07651570277800082,-0.2582430781147449,-0.15026692547014597,laminar,52
