0 [1.00e-01]
100 [9.81e-02]
200 [9.79e-02]
300 [9.82e-02]
400 [9.94e-02]
500 [1.02e-01]
600 [1.06e-01]
700 [1.12e-01]
800 [1.20e-01]
900 [1.33e-01]
1000 [1.51e-01]
1100 [1.69e-01]
1200 [1.67e-01]
1300 [1.56e-01]
1400 [1.43e-01]
1500 [1.34e-01]
1600 [1.22e-01]
1700 [1.12e-01]
1800 [1.01e-01]
1900 [8.89e-02]
2000 [7.72e-02]
2100 [6.77e-02]
2200 [5.13e-02]
2300 [4.01e-02]
2400 [1.17e-02]
2500 [1.17e-02]
2600 [1.17e-02]
2700 [1.17e-02]
2800 [1.17e-02]
2900 [1.17e-02]
3000 [1.17e-02]
3100 [1.17e-02]
3200 [1.17e-02]
3300 [1.18e-02]
3400 [1.18e-02]
3500 [1.18e-02]
3600 [1.18e-02]
3700 [1.18e-02]
3800 [1.18e-02]
3900 [1.19e-02]
4000 [1.19e-02]
4100 [1.19e-02]
4200 [1.19e-02]
4300 [1.20e-02]
4400 [1.20e-02]
4500 [1.21e-02]
4600 [1.21e-02]
4700 [1.22e-02]
4800 [1.23e-02]
4900 [1.24e-02]
5000 [1.26e-02]
5100 [1.29e-02]
5200 [1.32e-02]
5300 [1.29e-02]
5400 [3.98e-03]
5500 [3.08e-03]
5600 [1.38e-04]
5700 [2.27e-04]
5800 [1.16e-04]
5900 [3.63e-05]
6000 [1.73e-05]
6100 [2.99e-06]
6200 [6.59e-06]
6300 [-2.20e-05]
6400 [-4.08e-05]
6500 [4.37e-06]
6600 [1.30e-06]
6700 [1.19e-05]
6800 [-1.81e-06]
6900 [9.97e-06]
7000 [1.28e-05]
7100 [2.45e-05]
7200 [1.95e-05]
7300 [2.46e-05]
7400 [2.26e-05]
7500 [1.85e-05]
7600 [1.15e-05]
7700 [-3.27e-05]
7800 [3.64e-05]
7900 [3.54e-06]
8000 [1.22e-05]
8100 [7.06e-06]
8200 [-7.42e-06]
8300 [-5.37e-06]
8400 [-1.01e-05]
8500 [-4.10e-05]
8600 [5.67e-06]
8700 [-1.28e-05]
8800 [-8.37e-06]
8900 [-4.40e-05]
9000 [-1.70e-05]
9100 [-1.00e-05]
9200 [-3.27e-06]
9300 [-4.41e-05]
9400 [-9.35e-06]
9500 [-1.24e-05]
9600 [-2.14e-05]
9700 [2.42e-05]
9800 [-1.77e-05]
9900 [-2.14e-05]
10000 [-9.82e-06]
10100 [-1.29e-05]
10200 [-1.91e-05]
10300 [-1.69e-05]
10400 [-3.10e-05]
10500 [-5.47e-05]
10600 [-1.11e-05]
10700 [-2.96e-05]
10800 [2.24e-06]
10900 [7.30e-05]
11000 [-4.26e-07]
11100 [-1.68e-05]
11200 [-1.61e-05]
11300 [-1.10e-07]
11400 [-1.47e-05]
11500 [-1.60e-05]
11600 [-1.93e-05]
11700 [9.16e-06]
11800 [-2.09e-05]
11900 [-1.78e-05]
12000 [-1.80e-05]
12100 [-2.19e-05]
12200 [-9.39e-06]
12300 [-2.89e-05]
12400 [2.90e-05]
12500 [-1.88e-05]
12600 [-1.65e-05]
12700 [-1.65e-05]
12800 [-1.68e-05]
12900 [-3.53e-05]
13000 [-4.38e-05]
13100 [-7.65e-06]
13200 [-1.79e-05]
13300 [-1.74e-05]
13400 [-3.89e-05]
13500 [7.83e-06]
13600 [-2.83e-05]
13700 [-2.71e-05]
13800 [-3.43e-05]
13900 [-1.94e-05]
14000 [-1.98e-05]
14100 [-2.00e-05]
14200 [-2.11e-05]
14300 [-1.88e-05]
14400 [-2.05e-05]
14500 [-1.90e-05]
14600 [-2.24e-05]
14700 [-2.69e-05]
14800 [-2.91e-05]
14900 [-3.06e-05]
15000 [-1.84e-05]
