0 [1.00e-01]
100 [1.18e-01]
200 [1.19e-01]
300 [1.31e-01]
400 [1.53e-01]
500 [1.91e-01]
600 [1.96e-01]
700 [2.19e-01]
800 [2.58e-01]
900 [2.86e-01]
1000 [2.82e-01]
1100 [2.67e-01]
1200 [2.75e-01]
1300 [2.94e-01]
1400 [3.10e-01]
1500 [3.27e-01]
1600 [3.44e-01]
1700 [3.59e-01]
1800 [3.72e-01]
1900 [3.88e-01]
2000 [4.03e-01]
2100 [4.23e-01]
2200 [4.45e-01]
2300 [4.72e-01]
2400 [4.89e-01]
2500 [5.03e-01]
2600 [5.15e-01]
2700 [5.22e-01]
2800 [5.26e-01]
2900 [5.30e-01]
3000 [5.36e-01]
3100 [5.38e-01]
3200 [5.38e-01]
3300 [5.40e-01]
3400 [5.35e-01]
3500 [5.38e-01]
3600 [5.34e-01]
3700 [5.22e-01]
3800 [5.29e-01]
3900 [5.16e-01]
4000 [5.02e-01]
4100 [5.02e-01]
4200 [4.91e-01]
4300 [4.90e-01]
4400 [4.85e-01]
4500 [4.88e-01]
4600 [4.76e-01]
4700 [4.68e-01]
4800 [4.69e-01]
4900 [4.61e-01]
5000 [4.61e-01]
5100 [4.57e-01]
5200 [4.57e-01]
5300 [4.53e-01]
5400 [4.54e-01]
5500 [4.51e-01]
5600 [4.52e-01]
5700 [4.48e-01]
5800 [4.47e-01]
5900 [4.48e-01]
6000 [4.46e-01]
6100 [4.47e-01]
6200 [4.45e-01]
6300 [4.47e-01]
6400 [4.44e-01]
6500 [4.44e-01]
6600 [4.44e-01]
6700 [4.43e-01]
6800 [4.44e-01]
6900 [4.43e-01]
7000 [4.44e-01]
7100 [4.45e-01]
7200 [4.43e-01]
7300 [4.44e-01]
7400 [4.43e-01]
7500 [4.43e-01]
7600 [4.43e-01]
7700 [4.43e-01]
7800 [4.43e-01]
7900 [4.43e-01]
8000 [4.43e-01]
8100 [4.43e-01]
8200 [4.43e-01]
8300 [4.43e-01]
8400 [4.43e-01]
8500 [4.43e-01]
8600 [4.43e-01]
8700 [4.43e-01]
8800 [4.43e-01]
8900 [4.43e-01]
9000 [4.43e-01]
9100 [4.44e-01]
9200 [4.43e-01]
9300 [4.44e-01]
9400 [4.44e-01]
9500 [4.44e-01]
9600 [4.44e-01]
9700 [4.44e-01]
9800 [4.44e-01]
9900 [4.44e-01]
10000 [4.44e-01]
10100 [4.45e-01]
10200 [4.45e-01]
10300 [4.45e-01]
10400 [4.45e-01]
10500 [4.45e-01]
10600 [4.45e-01]
10700 [4.45e-01]
10800 [4.45e-01]
10900 [4.45e-01]
11000 [4.45e-01]
11100 [4.45e-01]
11200 [4.45e-01]
11300 [4.45e-01]
11400 [4.45e-01]
11500 [4.46e-01]
11600 [4.46e-01]
11700 [4.46e-01]
11800 [4.46e-01]
11900 [4.46e-01]
12000 [4.46e-01]
12100 [4.46e-01]
12200 [4.46e-01]
12300 [4.46e-01]
12400 [4.46e-01]
12500 [4.46e-01]
12600 [4.46e-01]
12700 [4.46e-01]
12800 [4.46e-01]
12900 [4.46e-01]
13000 [4.46e-01]
13100 [4.46e-01]
13200 [4.46e-01]
13300 [4.46e-01]
13400 [4.46e-01]
13500 [4.46e-01]
13600 [4.46e-01]
13700 [4.46e-01]
13800 [4.46e-01]
13900 [4.46e-01]
14000 [4.46e-01]
14100 [4.46e-01]
14200 [4.46e-01]
14300 [4.46e-01]
14400 [4.47e-01]
14500 [4.47e-01]
14600 [4.47e-01]
14700 [4.47e-01]
14800 [4.47e-01]
14900 [4.47e-01]
15000 [4.47e-01]
15000 [4.47e-01]
