# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.489080715179443359e+01 1.425276845693588257e-01 3.130587041378021240e-01 5.068749785423278809e-01 3.861950337886810303e-02 1.156676560640335083e-02 5.674370005726814270e-02 8.134208619594573975e-02 1.519806098937988281e+01 1.264439225196838379e-01 1.942884773015975952e-01 5.068749785423278809e-01 3.861950337886810303e-02 1.156676560640335083e-02 5.674370005726814270e-02 8.134208619594573975e-02
1.000000000000000000e+03 3.527794979163445532e-05 2.538855769671499729e-04 1.972494646906852722e-05 2.036098688840866089e-01 4.524328687693923712e-06 8.851221203804016113e-02 1.989326847251504660e-06 8.776875688454310875e-07 1.580273965373635292e-05 1.318800350418314338e-04 7.091364750522188842e-06 2.036098688840866089e-01 4.524328687693923712e-06 8.851221203804016113e-02 1.989326847251504660e-06 8.776875688454310875e-07
2.000000000000000000e+03 2.290212782099843025e-03 3.005062462761998177e-03 1.322474417975172400e-04 2.069370821118354797e-02 5.082717689219862223e-05 9.630804881453514099e-03 3.467395436018705368e-05 7.755182741675525904e-05 3.208633046597242355e-03 1.611890271306037903e-03 1.121781824622303247e-04 2.069370821118354797e-02 5.082717689219862223e-05 9.630804881453514099e-03 3.467395436018705368e-05 7.755182741675525904e-05
3.000000000000000000e+03 1.294197281822562218e-04 1.269468571990728378e-03 9.994145511882379651e-05 4.264364019036293030e-03 3.289658934590988792e-06 6.440004217438399792e-04 2.613381866467534564e-06 2.318586848559789360e-05 1.064579919329844415e-04 8.239998132921755314e-04 5.270905239740386605e-05 4.264364019036293030e-03 3.289658934590988792e-06 6.440004217438399792e-04 2.613381866467534564e-06 2.318586848559789360e-05
4.000000000000000000e+03 4.672739596571773291e-04 1.402980834245681763e-02 5.058503302279859781e-05 3.844834165647625923e-03 2.399921504547819495e-05 2.349902177229523659e-03 2.077280805679038167e-05 4.907966740574920550e-06 3.188978298567235470e-04 9.133151732385158539e-03 2.949991721834521741e-05 3.844834165647625923e-03 2.399921504547819495e-05 2.349902177229523659e-03 2.077280805679038167e-05 4.907966740574920550e-06
5.000000000000000000e+03 4.323822213336825371e-05 4.988444852642714977e-04 4.627722228178754449e-05 2.266825409606099129e-03 2.489150347173563205e-06 2.571462537162005901e-04 9.031326158037700225e-07 2.964689656437258236e-06 4.125077975913882256e-05 2.831380988936871290e-04 2.562983536336105317e-05 2.266825409606099129e-03 2.489150347173563205e-06 2.571462537162005901e-04 9.031326158037700225e-07 2.964689656437258236e-06
6.000000000000000000e+03 2.860468339349608868e-05 2.886567381210625172e-04 2.474003122188150883e-05 1.659420551732182503e-03 2.313151753696729429e-06 1.779644517228007317e-04 5.870243171557376627e-07 1.306089757235895377e-06 3.031580126844346523e-05 1.673019869485870004e-04 1.511422578914789483e-05 1.659420551732182503e-03 2.313151753696729429e-06 1.779644517228007317e-04 5.870243171557376627e-07 1.306089757235895377e-06
7.000000000000000000e+03 1.622326788492500782e-03 3.004119964316487312e-03 1.298152346862480044e-05 1.065612654201686382e-03 4.432301011547679082e-06 1.172723423223942518e-04 4.830583293369272724e-06 7.107464625732973218e-07 1.972006168216466904e-03 8.562767179682850838e-04 7.143847142287995666e-06 1.065612654201686382e-03 4.432301011547679082e-06 1.172723423223942518e-04 4.830583293369272724e-06 7.107464625732973218e-07
8.000000000000000000e+03 1.367823460896033794e-05 4.465788151719607413e-05 5.198558028496336192e-06 5.428097792901098728e-04 1.989729753404390067e-06 5.270181281957775354e-05 9.182760862813665881e-08 1.020890678660180129e-07 1.335516753897536546e-05 1.908469494082964957e-05 3.912658030458260328e-06 5.428097792901098728e-04 1.989729753404390067e-06 5.270181281957775354e-05 9.182760862813665881e-08 1.020890678660180129e-07
9.000000000000000000e+03 1.787388100638054311e-05 7.929959974717348814e-05 2.809833176797837950e-06 2.971570065710693598e-04 2.046780764430877753e-06 6.112269329605624080e-05 1.017387916135703563e-07 1.068212895916076377e-07 1.019781757349846885e-05 2.241902802779804915e-05 2.615200173750054091e-06 2.971570065710693598e-04 2.046780764430877753e-06 6.112269329605624080e-05 1.017387916135703563e-07 1.068212895916076377e-07
1.000000000000000000e+04 3.653160820249468088e-04 2.714141737669706345e-03 1.816223175410414115e-06 1.980454544536769390e-04 3.657357410702388734e-06 6.714621122227981687e-05 1.193684056488564238e-06 6.658253255409363192e-07 3.800818521995097399e-04 1.020338968373835087e-03 1.471408040742971934e-06 1.980454544536769390e-04 3.657357410702388734e-06 6.714621122227981687e-05 1.193684056488564238e-06 6.658253255409363192e-07
1.000500000000000000e+04 6.301468965830281377e-05 3.410802164580672979e-04 1.573294639456435107e-06 2.393389731878414750e-04 2.038218781308387406e-06 3.549508983269333839e-05 1.819534105607090169e-07 6.410915602828026749e-07 5.969764970359392464e-06 1.437414903193712234e-04 1.275483555218670517e-06 2.393389731878414750e-04 2.038218781308387406e-06 3.549508983269333839e-05 1.819534105607090169e-07 6.410915602828026749e-07
1.142900000000000000e+04 1.120871786497446010e-07 3.178792269409314031e-07 2.684813438236233196e-08 9.330162720289081335e-05 1.904770897454000078e-06 8.655246119815274142e-08 6.468369395662421084e-09 1.281421546650562959e-08 5.913834044690702285e-08 1.242616178842581576e-07 1.074385647115150277e-08 9.330162720289081335e-05 1.904770897454000078e-06 8.655246119815274142e-08 6.468369395662421084e-09 1.281421546650562959e-08
